claim_id,document,line,claim_text,numeric_occurrence,category,status,source_value,source,note,report_sha256
F04-0219,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",38.6,measured quantity,VERIFIED,38.56866552242009,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0220,REPORT.md,101,"The extracts supply counts in bands, not exact individual waits. In May 2026 the median lies in the twelve-to-thirteen-week band and p92 in the thirty-eight-to-thirty-nine-week band. Using band midpoints instead gives 12.5 and 38.5 weeks; using lower bounds gives 12.0 and 38.0. The lower-bound p92 is about 0.57 weeks below the interpolated estimate, above the brief's 0.5-week sensitivity threshold. The headline should therefore say about 39 weeks, or retain 38.6 weeks as a band estimate, rather than imply day-level accuracy. Its interpretation survives: even the lower bound is twenty weeks beyond the standard.",twenty,written number/definition,VERIFIED,20,verification_independent_measures.csv May median/p92 containing bands and sensitivity; brief0.5threshold,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0221,REPORT.md,103,"Across the national monthly medians, assigning lower bounds moves the estimate by at most 1.00 week and assigning midpoints by at most 0.50 week (rounded). The sensitivity table includes all reported populations and percentiles.",1.00,measured quantity,VERIFIED,0.9976760159511322,verification_sensitivity.csv maximum absolute national median shifts,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0222,REPORT.md,103,"Across the national monthly medians, assigning lower bounds moves the estimate by at most 1.00 week and assigning midpoints by at most 0.50 week (rounded). The sensitivity table includes all reported populations and percentiles.",0.50,measured quantity,VERIFIED,0.4976760159511322,verification_sensitivity.csv maximum absolute national median shifts,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0223,REPORT.md,105,"The modern open-ended band is beyond 104 weeks. For every published modern population, over 99% of pathways are in closed bands; hence no percentile below the 99th can fall in the open band. The open-band checks show the counts, denominator and cumulative closed-band share. No reported percentile is censored. This check applies to the pooled populations reported here, not necessarily to every small provider.",104,measured quantity,VERIFIED,104,verification_open_bands.csv minimum closed share=0.99625468164794;105modern bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0224,REPORT.md,105,"The modern open-ended band is beyond 104 weeks. For every published modern population, over 99% of pathways are in closed bands; hence no percentile below the 99th can fall in the open band. The open-band checks show the counts, denominator and cumulative closed-band share. No reported percentile is censored. This check applies to the pooled populations reported here, not necessarily to every small provider.",99%,measured quantity,VERIFIED,99,verification_open_bands.csv minimum closed share=0.99625468164794;105modern bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0225,REPORT.md,105,"The modern open-ended band is beyond 104 weeks. For every published modern population, over 99% of pathways are in closed bands; hence no percentile below the 99th can fall in the open band. The open-band checks show the counts, denominator and cumulative closed-band share. No reported percentile is censored. This check applies to the pooled populations reported here, not necessarily to every small provider.",99th,percentile/threshold definition,VERIFIED,99,verification_open_bands.csv minimum closed share=0.99625468164794;105modern bands,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0226,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",six,written number/definition,VERIFIED,6,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0227,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",twenty-three,written number/definition,VERIFIED,23,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0228,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",2026,period or year metadata,VERIFIED,"""2026""",verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0229,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",p92,percentile/threshold definition,VERIFIED,92,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0230,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",38.3,measured quantity,VERIFIED,38.33991381152504,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0231,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",20.3,measured quantity,VERIFIED,20.339913811525044,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0232,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",seven,written number/definition,VERIFIED,7,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0233,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",p92,percentile/threshold definition,VERIFIED,92,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0234,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",eighteen,percentile/threshold definition,VERIFIED,18,verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0235,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",2025,period or year metadata,VERIFIED,"""2025""",verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0236,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",2026,period or year metadata,VERIFIED,"""2026""",verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0237,REPORT.md,111,"Removing the six first-release months leaves twenty-three observations, ending in March 2026. The national p92 is then 38.3 weeks, with a 20.3-week gap; all seven specialty p92 values still exceed eighteen weeks. The result therefore does not depend on those provisional months. The first-release files are October and November 2025, January and February 2026, and April and May 2026; the supplied vintages are retained, not silently replaced.",2026,period or year metadata,VERIFIED,"""2026""",verification_adversarial.csv23retained periods; rawMarch national/specialty p92; manifestfirst releases,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0238,REPORT.md,113,"All 203 month-by-specialty comparisons reproduce Finding 02's within-eighteen-week counts and its percentages to their published rounding. The earlier seven national median checks also agree to rounding. Their inclusion of both Total and detailed specialty rows doubled counts, but did not change the pooled percentile because those band vectors match exactly. This report removes that duplication from national counts.",203,measured quantity,VERIFIED,203,verification_finding02_reconciliation.csv203 exact count/roundedshare matches; verification_total_detail.csv zero differences; brief earlier medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0239,REPORT.md,113,"All 203 month-by-specialty comparisons reproduce Finding 02's within-eighteen-week counts and its percentages to their published rounding. The earlier seven national median checks also agree to rounding. Their inclusion of both Total and detailed specialty rows doubled counts, but did not change the pooled percentile because those band vectors match exactly. This report removes that duplication from national counts.",02,measured quantity,VERIFIED,2,verification_finding02_reconciliation.csv203 exact count/roundedshare matches; verification_total_detail.csv zero differences; brief earlier medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0240,REPORT.md,113,"All 203 month-by-specialty comparisons reproduce Finding 02's within-eighteen-week counts and its percentages to their published rounding. The earlier seven national median checks also agree to rounding. Their inclusion of both Total and detailed specialty rows doubled counts, but did not change the pooled percentile because those band vectors match exactly. This report removes that duplication from national counts.",eighteen,percentile/threshold definition,VERIFIED,18,verification_finding02_reconciliation.csv203 exact count/roundedshare matches; verification_total_detail.csv zero differences; brief earlier medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0241,REPORT.md,113,"All 203 month-by-specialty comparisons reproduce Finding 02's within-eighteen-week counts and its percentages to their published rounding. The earlier seven national median checks also agree to rounding. Their inclusion of both Total and detailed specialty rows doubled counts, but did not change the pooled percentile because those band vectors match exactly. This report removes that duplication from national counts.",seven,written number/definition,VERIFIED,7,verification_finding02_reconciliation.csv203 exact count/roundedshare matches; verification_total_detail.csv zero differences; brief earlier medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0242,REPORT.md,115,"NHS England already publishes median and p92. This finding's contribution is explaining them together, expressing the p92 gap in weeks, and documenting the middle and specialty breakdowns. It must not claim to discover an unpublished national statistic. Similarly, the brief's approximately 14.3 million pathways combines Total and specialty rows; the unduplicated latest count is 7,153,655.",p92,percentile/threshold definition,VERIFIED,92,NHS guidance publication definitions; verification_total_detail.csv and independently counted May total,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0243,REPORT.md,115,"NHS England already publishes median and p92. This finding's contribution is explaining them together, expressing the p92 gap in weeks, and documenting the middle and specialty breakdowns. It must not claim to discover an unpublished national statistic. Similarly, the brief's approximately 14.3 million pathways combines Total and specialty rows; the unduplicated latest count is 7,153,655.",p92,percentile/threshold definition,VERIFIED,92,NHS guidance publication definitions; verification_total_detail.csv and independently counted May total,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0244,REPORT.md,115,"NHS England already publishes median and p92. This finding's contribution is explaining them together, expressing the p92 gap in weeks, and documenting the middle and specialty breakdowns. It must not claim to discover an unpublished national statistic. Similarly, the brief's approximately 14.3 million pathways combines Total and specialty rows; the unduplicated latest count is 7,153,655.",14.3,measured quantity,VERIFIED,14.30731,NHS guidance publication definitions; verification_total_detail.csv and independently counted May total,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0245,REPORT.md,115,"NHS England already publishes median and p92. This finding's contribution is explaining them together, expressing the p92 gap in weeks, and documenting the middle and specialty breakdowns. It must not claim to discover an unpublished national statistic. Similarly, the brief's approximately 14.3 million pathways combines Total and specialty rows; the unduplicated latest count is 7,153,655.","7,153,655",measured quantity,VERIFIED,7153655.0,NHS guidance publication definitions; verification_total_detail.csv and independently counted May total,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0246,REPORT.md,117,"The raw files omit some provider submissions. Sheffield Teaching Hospitals (RHQ) is absent from July 2025 onwards; Barking, Havering and Redbridge (RF4) has a November 2025 gap; Torbay and South Devon (RA9) is absent from April 2026 onwards. The largest monthly count fall occurs in November 2025 and is partly a reporting-gap effect. March 2026 has the largest median fall, which remains when comparing only providers present in both adjacent months. That establishes a change in the submitted distribution, not its cause. The anomaly report records the gaps and official source evidence. A separate sensitivity restricted to provider codes present at both endpoints also shows falling medians, p92, middle counts and middle shares, nationally and across the named specialties. This is a different provider subset and is not used for headline values. Fixed codes cannot control changes in services or merger footprint; see the sensitivity results.",2025,period or year metadata,VERIFIED,"""2025""",verification_provider_claims.csv; verification_march_common_providers.csv; independent national firstdifferences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0247,REPORT.md,117,"The raw files omit some provider submissions. Sheffield Teaching Hospitals (RHQ) is absent from July 2025 onwards; Barking, Havering and Redbridge (RF4) has a November 2025 gap; Torbay and South Devon (RA9) is absent from April 2026 onwards. The largest monthly count fall occurs in November 2025 and is partly a reporting-gap effect. March 2026 has the largest median fall, which remains when comparing only providers present in both adjacent months. That establishes a change in the submitted distribution, not its cause. The anomaly report records the gaps and official source evidence. A separate sensitivity restricted to provider codes present at both endpoints also shows falling medians, p92, middle counts and middle shares, nationally and across the named specialties. This is a different provider subset and is not used for headline values. Fixed codes cannot control changes in services or merger footprint; see the sensitivity results.",2025,period or year metadata,VERIFIED,"""2025""",verification_provider_claims.csv; verification_march_common_providers.csv; independent national firstdifferences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0248,REPORT.md,117,"The raw files omit some provider submissions. Sheffield Teaching Hospitals (RHQ) is absent from July 2025 onwards; Barking, Havering and Redbridge (RF4) has a November 2025 gap; Torbay and South Devon (RA9) is absent from April 2026 onwards. The largest monthly count fall occurs in November 2025 and is partly a reporting-gap effect. March 2026 has the largest median fall, which remains when comparing only providers present in both adjacent months. That establishes a change in the submitted distribution, not its cause. The anomaly report records the gaps and official source evidence. A separate sensitivity restricted to provider codes present at both endpoints also shows falling medians, p92, middle counts and middle shares, nationally and across the named specialties. This is a different provider subset and is not used for headline values. Fixed codes cannot control changes in services or merger footprint; see the sensitivity results.",2026,period or year metadata,VERIFIED,"""2026""",verification_provider_claims.csv; verification_march_common_providers.csv; independent national firstdifferences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0249,REPORT.md,117,"The raw files omit some provider submissions. Sheffield Teaching Hospitals (RHQ) is absent from July 2025 onwards; Barking, Havering and Redbridge (RF4) has a November 2025 gap; Torbay and South Devon (RA9) is absent from April 2026 onwards. The largest monthly count fall occurs in November 2025 and is partly a reporting-gap effect. March 2026 has the largest median fall, which remains when comparing only providers present in both adjacent months. That establishes a change in the submitted distribution, not its cause. The anomaly report records the gaps and official source evidence. A separate sensitivity restricted to provider codes present at both endpoints also shows falling medians, p92, middle counts and middle shares, nationally and across the named specialties. This is a different provider subset and is not used for headline values. Fixed codes cannot control changes in services or merger footprint; see the sensitivity results.",2025,period or year metadata,VERIFIED,"""2025""",verification_provider_claims.csv; verification_march_common_providers.csv; independent national firstdifferences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0250,REPORT.md,117,"The raw files omit some provider submissions. Sheffield Teaching Hospitals (RHQ) is absent from July 2025 onwards; Barking, Havering and Redbridge (RF4) has a November 2025 gap; Torbay and South Devon (RA9) is absent from April 2026 onwards. The largest monthly count fall occurs in November 2025 and is partly a reporting-gap effect. March 2026 has the largest median fall, which remains when comparing only providers present in both adjacent months. That establishes a change in the submitted distribution, not its cause. The anomaly report records the gaps and official source evidence. A separate sensitivity restricted to provider codes present at both endpoints also shows falling medians, p92, middle counts and middle shares, nationally and across the named specialties. This is a different provider subset and is not used for headline values. Fixed codes cannot control changes in services or merger footprint; see the sensitivity results.",2026,period or year metadata,VERIFIED,"""2026""",verification_provider_claims.csv; verification_march_common_providers.csv; independent national firstdifferences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0251,REPORT.md,117,"The raw files omit some provider submissions. Sheffield Teaching Hospitals (RHQ) is absent from July 2025 onwards; Barking, Havering and Redbridge (RF4) has a November 2025 gap; Torbay and South Devon (RA9) is absent from April 2026 onwards. The largest monthly count fall occurs in November 2025 and is partly a reporting-gap effect. March 2026 has the largest median fall, which remains when comparing only providers present in both adjacent months. That establishes a change in the submitted distribution, not its cause. The anomaly report records the gaps and official source evidence. A separate sensitivity restricted to provider codes present at both endpoints also shows falling medians, p92, middle counts and middle shares, nationally and across the named specialties. This is a different provider subset and is not used for headline values. Fixed codes cannot control changes in services or merger footprint; see the sensitivity results.",p92,percentile/threshold definition,VERIFIED,92,verification_provider_claims.csv; verification_march_common_providers.csv; independent national firstdifferences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0252,REPORT.md,126,- Blank cells: retained as zero only after independent row totals certify that value; unresolved cases stop the parser.,zero,written number/definition,VERIFIED,0,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0253,REPORT.md,0,National median below18 throughout,,quantified prose assertion,VERIFIED,"{""months"": 29, ""maximum_p50"": 15.039572851097873}",verification_independent_measures.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0254,REPORT.md,0,Within18 largest in every national and named-specialty month,,quantified prose assertion,VERIFIED,"{""populations"": 232}",verification_independent_measures.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0255,REPORT.md,0,Middle largest conditional on already beyond18,,quantified prose assertion,VERIFIED,"{""middle_exceeds_over52"": 232, ""populations"": 232}",verification_independent_measures.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0256,REPORT.md,0,Seven specialties: highest middle count orthopaedics; highest share ENT,,quantified prose assertion,VERIFIED,"{""largest_count_code"": ""C_110"", ""count"": 312261.0, ""largest_share_code"": ""C_120"", ""share"": 0.3895169526745197}",verification_independent_measures.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0257,REPORT.md,0,All seven latest medians below18 and p92s above18,,quantified prose assertion,VERIFIED,"{""medians"": [13.26061604201905, 14.110845070422537, 14.7580394035571, 10.206322476125512, 11.771811329203672, 12.129889595671566, 14.004236555421064], ""p92"": [40.87376570458404, 41.835237203495645, 41.626389011962786, 33.41153698571733, 36.11276273022752, 35.51788580750408, 38.94545047565754]}",verification_independent_measures.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0258,REPORT.md,0,Removing six firstrelease months leaves23 endingMarch; all161specialty p92s above18,,quantified prose assertion,VERIFIED,"{""retained_months"": 23, ""retained_latest"": ""2026-03"", ""specialty_comparisons"": 161}",verification_adversarial.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0259,REPORT.md,0,Every modern reported population >99% closed; no reported percentile open,,quantified prose assertion,VERIFIED,"{""modern_min_closed_share"": 0.99625468164794, ""reported_percentiles"": 1088}",verification_open_bands.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0260,REPORT.md,0,Both February2019 headline percentiles lie in finite bands,,quantified prose assertion,VERIFIED,"{""p50"": 6.691570182701094, ""p92"": 22.064439649285735, ""band_lowers"": [6.0, 22.0]}",verification_independent_measures.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0261,REPORT.md,0,All four official median/p92 pairs below1e-12 difference and equal totals,,quantified prose assertion,VERIFIED,"{""comparisons"": 8, ""max_abs_diff"": 3.5527136788005016e-14}",verification_official_comparison.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0262,REPORT.md,0,National Total and summed detailed specialty band vectors equal,,quantified prose assertion,VERIFIED,"{""max_band_difference"": 0, ""populations"": 34}",verification_total_detail.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0263,REPORT.md,0,Earlier seven national medians agree to two decimals,,quantified prose assertion,VERIFIED,"{""2024-01"": 15.039572851097873, ""2024-10"": 14.22778882811205, ""2025-05"": 13.56979489010553, ""2025-12"": 13.44575627679118, ""2026-03"": 11.32913722093741, ""2026-04"": 11.895654703189418, ""2026-05"": 12.42281680139593}",Independent raw medians vs brief historical sanitycheck,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0264,REPORT.md,0,RHQ absent from2025-07 onwards,,quantified prose assertion,VERIFIED,"[{""period"": ""2025-07"", ""reported_total"": 0.0}, {""period"": ""2025-08"", ""reported_total"": 0.0}, {""period"": ""2025-09"", ""reported_total"": 0.0}, {""period"": ""2025-10"", ""reported_total"": 0.0}, {""period"": ""2025-11"", ""reported_total"": 0.0}, {""period"": ""2025-12"", ""reported_total"": 0.0}, {""period"": ""2026-01"", ""reported_total"": 0.0}, {""period"": ""2026-02"", ""reported_total"": 0.0}, {""period"": ""2026-03"", ""reported_total"": 0.0}, {""period"": ""2026-04"", ""reported_total"": 0.0}, {""period"": ""2026-05"", ""reported_total"": 0.0}]",verification_provider_claims.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0265,REPORT.md,0,RF4 absent from2025-11 through2025-11,,quantified prose assertion,VERIFIED,"[{""period"": ""2025-11"", ""reported_total"": 0.0}]",verification_provider_claims.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0266,REPORT.md,0,RA9 absent from2026-04 onwards,,quantified prose assertion,VERIFIED,"[{""period"": ""2026-04"", ""reported_total"": 0.0}, {""period"": ""2026-05"", ""reported_total"": 0.0}]",verification_provider_claims.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0267,REPORT.md,0,Largest national count fall November2025; largest median fall March2026,,quantified prose assertion,VERIFIED,"{""count_fall"": -145179.0, ""median_fall"": -1.837941109257498}",verification_independent_measures.csv monthly first differences,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0268,REPORT.md,0,March median fall remains on common providers,,quantified prose assertion,VERIFIED,"[{""period"": ""2026-02"", ""scope"": ""all"", ""providers"": 513, ""total"": 7124952, ""p50"": 13.167078330194908}, {""period"": ""2026-02"", ""scope"": ""common"", ""providers"": 511, ""total"": 7117083, ""p50"": 13.177520112886947}, {""period"": ""2026-03"", ""scope"": ""all"", ""providers"": 532, ""total"": 7014835, ""p50"": 11.32913722093741}, {""period"": ""2026-03"", ""scope"": ""common"", ""providers"": 511, ""total"": 7005811, ""p50"": 11.344345912326922}]",verification_march_common_providers.csv,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
